127.8,4528703.83,5337741.91,399.2566833
127.8,4528696.39,5337740.08,396.0966492
127.8,4528689,5337738.07,394.8526306
127.8,4528681.57,5337736.18,394.4399719
127.8,4528674.17,5337734.18,394.4481506
127.8,4528666.7,5337732.44,394.4622192
127.8,4528659.31,5337730.4,394.4368286
127.8,4528651.8,5337728.88,394.5014954
127.8,4528644.45,5337726.73,394.3479919
127.8,4528637.08,5337724.61,393.9912415
127.8,4528629.62,5337722.88,393.8228149
127.8,4528622.21,5337720.92,393.5914001
127.8,4528614.81,5337718.94,393.6700134
127.8,4528607.39,5337717.01,393.3795471
127.8,4528599.94,5337715.16,393.6005554
127.8,4528592.51,5337713.3,393.8384094
127.8,4528585.06,5337711.47,393.849762
127.8,4528577.68,5337709.42,393.7481384
127.8,4528570.25,5337707.54,394.2461548
127.8,4528562.84,5337705.56,396.4520569
127.8,4528555.41,5337703.66,400.0163269
127.6,4528736.7,5337543.89,399.1275635
127.6,4528729.14,5337544.35,396.1675415
127.6,4528721.58,5337544.58,395.0631714
127.6,4528714.03,5337545.09,394.079834
127.6,4528706.46,5337545.38,393.3354797
127.6,4528698.91,5337545.99,393.3537903
127.6,4528691.36,5337546.53,392.7745972
127.6,4528683.8,5337546.99,392.8233337
127.6,4528676.23,5337547.34,392.8735962
127.6,4528668.67,5337547.79,392.9205322
127.6,4528661.1,5337548.13,392.9725952
127.6,4528653.54,5337548.49,393.0649109
127.6,4528645.98,5337548.99,394.6476746
127.6,4528638.42,5337549.48,395.9109497
127.6,4528630.86,5337549.89,395.826355
127.6,4528623.29,5337550.24,395.5527649
127.6,4528615.73,5337550.71,393.4108276
127.6,4528608.18,5337551.17,393.3263855
127.6,4528600.61,5337551.39,393.8446655
127.6,4528593.05,5337551.88,394.3303833
127.6,4528585.49,5337552.3,394.9810181
127.6,4528577.93,5337552.74,395.7945862
127.6,4528570.37,5337553.19,398.0845032
127.49,4528732.29,5337468.84,399.3226013
127.49,4528725.05,5337467.31,395.2513428
127.49,4528717.8,5337465.78,392.7395935
127.49,4528710.64,5337463.88,391.9927979
127.49,4528703.42,5337462.18,391.7873535
127.49,4528696.2,5337460.46,391.8414917
127.49,4528689.01,5337458.63,392.1756287
127.49,4528681.76,5337457.07,392.3073425
127.49,4528674.63,5337455.08,392.3034363
127.49,4528667.44,5337453.3,392.5974731
127.49,4528660.41,5337451.03,393.9061279
127.49,4528653.17,5337449.49,394.9793396
127.49,4528645.93,5337448.02,396.7242432
127.49,4528638.73,5337446.22,397.1872253
127.49,4528631.52,5337444.49,397.043396
127.49,4528624.34,5337442.63,395.2860107
127.49,4528617.16,5337440.81,394.8845215
127.49,4528609.99,5337438.91,394.8526306
127.49,4528602.81,5337437.05,394.9884644
127.49,4528595.61,5337435.28,395.394928
127.49,4528588.36,5337433.7,396.6557312
127.49,4528581.12,5337432.05,400.5560913
127.47,4528730.49,5337446.54,399.6028442
127.47,4528722.98,5337444.81,395.2835388
127.47,4528715.5,5337442.95,392.6931152
127.47,4528708,5337441.18,391.6165771
127.47,4528700.51,5337439.32,391.5194397
127.47,4528693.01,5337437.55,391.5967102
127.47,4528685.53,5337435.7,391.6884766
127.47,4528678.03,5337433.91,391.64505
127.47,4528670.6,5337431.86,391.5606079
